county,precinct,office,district,candidate,party,election_day,mail,provisional,votes
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,TIM DEFOOR,REP,200,33,1,234
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,64,44,1,109
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,REECE SMITH,LIB,3,0,0,3
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,BOB GOODRICH,CST,1,0,0,1
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Gilpin Twp-#2,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Gilpin Twp-#2,STATE TREASURER,,STACY GARRITY,REP,201,31,1,233
Armstrong,Gilpin Twp-#2,STATE TREASURER,,ERIN MCCLELLAND,DEM,63,46,1,110
Armstrong,Gilpin Twp-#2,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,5,1,0,6
Armstrong,Gilpin Twp-#2,STATE TREASURER,,TROY BOWMAN,CST,1,0,0,1
Armstrong,Gilpin Twp-#2,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Gilpin Twp-#2,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Gilpin Twp-#2,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Gilpin Twp-#2,U.S. House,15,GLENN GT THOMPSON,REP,199,33,1,233
Armstrong,Gilpin Twp-#2,U.S. House,15,ZACH WOMER,DEM,65,44,1,110
Armstrong,Gilpin Twp-#2,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Gilpin Twp-#2,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Gilpin Twp-#2,State Senate,41,JOE PITTMAN,REP,236,54,2,292
Armstrong,Gilpin Twp-#2,State Senate,41,Write-ins,,0,0,0,0
Armstrong,Gilpin Twp-#2,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Gilpin Twp-#2,State House,60,ABBY MAJOR,REP,247,59,2,308
Armstrong,Gilpin Twp-#2,State House,60,Write-ins,,0,0,0,0
Armstrong,Gilpin Twp-#2,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,Registered Voters,,,,,,,45
Armstrong,Hovey Twp,Ballots Cast,,,,34,5,0,39
Armstrong,Hovey Twp,PRESIDENT,,DONALD J TRUMP,REP,31,3,0,34
Armstrong,Hovey Twp,PRESIDENT,,KAMALA D HARRIS,DEM,2,2,0,4
Armstrong,Hovey Twp,PRESIDENT,,CHASE OLIVER,LIB,0,0,0,0
Armstrong,Hovey Twp,PRESIDENT,,JILL STEIN,GRN,0,0,0,0
Armstrong,Hovey Twp,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Hovey Twp,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,U.S. SENATE,,DAVE MCCORMICK,REP,29,3,0,32
Armstrong,Hovey Twp,U.S. SENATE,,ROBERT P CASEY JR,DEM,2,2,0,4
Armstrong,Hovey Twp,U.S. SENATE,,JOHN C THOMAS,LIB,1,0,0,1
Armstrong,Hovey Twp,U.S. SENATE,,LEILA HAZOU,GRN,0,0,0,0
Armstrong,Hovey Twp,U.S. SENATE,,MARTY SELKER,CST,0,0,0,0
Armstrong,Hovey Twp,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,ATTORNEY GENERAL,,DAVE SUNDAY,REP,29,2,0,31
Armstrong,Hovey Twp,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,4,3,0,7
Armstrong,Hovey Twp,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,0,0,0,0
Armstrong,Hovey Twp,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,0,0,0,0
Armstrong,Hovey Twp,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,0,0,0,0
Armstrong,Hovey Twp,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Hovey Twp,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,AUDITOR GENERAL,,TIM DEFOOR,REP,29,3,0,32
Armstrong,Hovey Twp,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,3,2,0,5
Armstrong,Hovey Twp,AUDITOR GENERAL,,REECE SMITH,LIB,0,0,0,0
Armstrong,Hovey Twp,AUDITOR GENERAL,,ERIC K ANTON,ASP,0,0,0,0
Armstrong,Hovey Twp,AUDITOR GENERAL,,BOB GOODRICH,CST,0,0,0,0
Armstrong,Hovey Twp,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,STATE TREASURER,,STACY GARRITY,REP,29,2,0,31
Armstrong,Hovey Twp,STATE TREASURER,,ERIN MCCLELLAND,DEM,2,3,0,5
Armstrong,Hovey Twp,STATE TREASURER,,TROY BOWMAN,CST,1,0,0,1
Armstrong,Hovey Twp,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,0,0,0,0
Armstrong,Hovey Twp,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Hovey Twp,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,U.S. House,15,GLENN GT THOMPSON,REP,30,3,0,33
Armstrong,Hovey Twp,U.S. House,15,ZACH WOMER,DEM,3,2,0,5
Armstrong,Hovey Twp,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,State Senate,41,JOE PITTMAN,REP,28,4,0,32
Armstrong,Hovey Twp,State Senate,41,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Hovey Twp,State House,63,JOSH BASHLINE,REP,29,3,0,32
Armstrong,Hovey Twp,State House,63,PAT RITCHIE,DEM,4,2,0,6
Armstrong,Hovey Twp,State House,63,Write-ins,,0,0,0,0
Armstrong,Hovey Twp,State House,63,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,Registered Voters,,,,,,,574
Armstrong,Kiski Twp-Horrell,Ballots Cast,,,,421,80,1,502
Armstrong,Kiski Twp-Horrell,PRESIDENT,,DONALD J TRUMP,REP,351,38,0,389
Armstrong,Kiski Twp-Horrell,PRESIDENT,,KAMALA D HARRIS,DEM,67,41,1,109
Armstrong,Kiski Twp-Horrell,PRESIDENT,,CHASE OLIVER,LIB,2,1,0,3
Armstrong,Kiski Twp-Horrell,PRESIDENT,,JILL STEIN,GRN,1,0,0,1
Armstrong,Kiski Twp-Horrell,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Horrell,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Kiski Twp-Horrell,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,DAVE MCCORMICK,REP,336,39,0,375
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,ROBERT P CASEY JR,DEM,71,40,1,112
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,JOHN C THOMAS,LIB,9,1,0,10
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,MARTY SELKER,CST,3,0,0,3
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,LEILA HAZOU,GRN,1,0,0,1
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Horrell,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,DAVE SUNDAY,REP,333,40,0,373
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,64,35,1,100
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,7,3,0,10
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,5,0,0,5
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,3,0,0,3
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Horrell,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,TIM DEFOOR,REP,339,38,0,377
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,54,34,1,89
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,BOB GOODRICH,CST,6,4,0,10
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,REECE SMITH,LIB,8,1,0,9
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Horrell,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,STACY GARRITY,REP,346,39,0,385
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,ERIN MCCLELLAND,DEM,59,38,1,98
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,TROY BOWMAN,CST,5,1,0,6
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,2,1,0,3
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Horrell,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,U.S. House,15,GLENN GT THOMPSON,REP,354,39,0,393
Armstrong,Kiski Twp-Horrell,U.S. House,15,ZACH WOMER,DEM,58,37,1,96
Armstrong,Kiski Twp-Horrell,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Horrell,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,State Senate,41,JOE PITTMAN,REP,385,54,0,439
Armstrong,Kiski Twp-Horrell,State Senate,41,Write-ins,,5,5,1,11
Armstrong,Kiski Twp-Horrell,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Horrell,State House,60,ABBY MAJOR,REP,387,61,0,448
Armstrong,Kiski Twp-Horrell,State House,60,Write-ins,,7,4,1,12
Armstrong,Kiski Twp-Horrell,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,Registered Voters,,,,,,,589
Armstrong,Kiski Twp-Orchard Hills North,Ballots Cast,,,,355,85,2,442
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,DONALD J TRUMP,REP,275,36,0,311
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,KAMALA D HARRIS,DEM,73,46,2,121
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,CHASE OLIVER,LIB,5,0,0,5
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,JILL STEIN,GRN,2,3,0,5
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,DAVE MCCORMICK,REP,267,33,0,300
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,ROBERT P CASEY JR,DEM,79,49,2,130
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,JOHN C THOMAS,LIB,4,0,0,4
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,LEILA HAZOU,GRN,1,2,0,3
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,MARTY SELKER,CST,1,1,0,2
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,Write-ins,,1,0,0,1
Armstrong,Kiski Twp-Orchard Hills North,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,DAVE SUNDAY,REP,264,35,0,299
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,74,48,2,124
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,9,0,0,9
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,3,1,0,4
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,0,0,2
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,0,0,1
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,TIM DEFOOR,REP,270,36,0,306
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,71,42,2,115
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,REECE SMITH,LIB,9,3,0,12
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,BOB GOODRICH,CST,2,2,0,4
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,0,0,1
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,STACY GARRITY,REP,262,38,0,300
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,ERIN MCCLELLAND,DEM,68,42,2,112
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,10,1,0,11
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,TROY BOWMAN,CST,6,0,0,6
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,CHRIS FOSTER,FWD,4,2,0,6
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,Write-ins,,1,0,0,1
Armstrong,Kiski Twp-Orchard Hills North,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,U.S. House,15,GLENN GT THOMPSON,REP,275,36,0,311
Armstrong,Kiski Twp-Orchard Hills North,U.S. House,15,ZACH WOMER,DEM,76,47,2,125
Armstrong,Kiski Twp-Orchard Hills North,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,State Senate,41,JOE PITTMAN,REP,321,56,1,378
Armstrong,Kiski Twp-Orchard Hills North,State Senate,41,Write-ins,,10,8,0,18
Armstrong,Kiski Twp-Orchard Hills North,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills North,State House,60,ABBY MAJOR,REP,325,61,1,387
Armstrong,Kiski Twp-Orchard Hills North,State House,60,Write-ins,,8,7,0,15
Armstrong,Kiski Twp-Orchard Hills North,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,Registered Voters,,,,,,,988
Armstrong,Kiski Twp-Orchard Hills South,Ballots Cast,,,,656,162,1,819
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,DONALD J TRUMP,REP,524,78,0,602
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,KAMALA D HARRIS,DEM,125,79,1,205
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,CHASE OLIVER,LIB,3,1,0,4
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,JILL STEIN,GRN,0,4,0,4
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,Write-ins,,4,0,0,4
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,DAVE MCCORMICK,REP,486,78,0,564
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,ROBERT P CASEY JR,DEM,142,76,1,219
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,JOHN C THOMAS,LIB,17,1,0,18
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,MARTY SELKER,CST,5,3,0,8
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,LEILA HAZOU,GRN,3,4,0,7
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,Write-ins,,1,0,0,1
Armstrong,Kiski Twp-Orchard Hills South,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,DAVE SUNDAY,REP,497,75,0,572
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,126,77,1,204
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,12,4,0,16
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,8,2,0,10
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,4,2,0,6
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,1,1,0,2
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,Write-ins,,1,0,0,1
Armstrong,Kiski Twp-Orchard Hills South,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,TIM DEFOOR,REP,496,79,0,575
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,119,71,1,191
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,REECE SMITH,LIB,21,6,0,27
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,BOB GOODRICH,CST,12,3,0,15
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,ERIC K ANTON,ASP,1,1,0,2
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,STACY GARRITY,REP,499,82,0,581
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,ERIN MCCLELLAND,DEM,119,72,1,192
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,14,3,0,17
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,TROY BOWMAN,CST,9,4,0,13
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,CHRIS FOSTER,FWD,5,0,0,5
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,U.S. House,15,GLENN GT THOMPSON,REP,521,82,0,603
Armstrong,Kiski Twp-Orchard Hills South,U.S. House,15,ZACH WOMER,DEM,125,79,1,205
Armstrong,Kiski Twp-Orchard Hills South,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,State Senate,41,JOE PITTMAN,REP,585,121,0,706
Armstrong,Kiski Twp-Orchard Hills South,State Senate,41,Write-ins,,12,3,1,16
Armstrong,Kiski Twp-Orchard Hills South,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Orchard Hills South,State House,60,ABBY MAJOR,REP,595,127,0,722
Armstrong,Kiski Twp-Orchard Hills South,State House,60,Write-ins,,11,3,1,15
Armstrong,Kiski Twp-Orchard Hills South,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,Registered Voters,,,,,,,1050
Armstrong,Kiski Twp-Spring Church,Ballots Cast,,,,730,166,2,898
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,DONALD J TRUMP,REP,579,72,1,652
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,KAMALA D HARRIS,DEM,140,89,1,230
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,JILL STEIN,GRN,2,3,0,5
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,CHASE OLIVER,LIB,4,0,0,4
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,Write-ins,,2,2,0,4
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,DAVE MCCORMICK,REP,536,69,0,605
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,ROBERT P CASEY JR,DEM,162,90,1,253
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,JOHN C THOMAS,LIB,8,3,0,11
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,LEILA HAZOU,GRN,4,0,0,4
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,MARTY SELKER,CST,1,1,0,2
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,Write-ins,,2,0,0,2
Armstrong,Kiski Twp-Spring Church,U.S. SENATE,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,DAVE SUNDAY,REP,549,75,0,624
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,EUGENE DEPASQUALE,DEM,146,87,1,234
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,ROBERT COWBURN,LIB,4,1,0,5
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,RICHARD L WEISS,GRN,2,0,0,2
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,JUSTIN L MAGILL,CST,2,0,0,2
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,ERIC L SETTLE,FWD,0,0,0,0
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,ATTORNEY GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,TIM DEFOOR,REP,547,70,0,617
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,MALCOLM KENYATTA,DEM,140,87,1,228
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,REECE SMITH,LIB,7,2,0,9
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,BOB GOODRICH,CST,4,0,0,4
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,ERIC K ANTON,ASP,2,0,0,2
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,AUDITOR GENERAL,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,STACY GARRITY,REP,551,73,0,624
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,ERIN MCCLELLAND,DEM,141,85,1,227
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,NICKOLAS CIESIELSKI,LIB,6,1,0,7
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,TROY BOWMAN,CST,3,2,0,5
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,CHRIS FOSTER,FWD,0,0,0,0
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,STATE TREASURER,,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,U.S. House,15,GLENN GT THOMPSON,REP,547,74,0,621
Armstrong,Kiski Twp-Spring Church,U.S. House,15,ZACH WOMER,DEM,135,84,1,220
Armstrong,Kiski Twp-Spring Church,U.S. House,15,Write-ins,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,U.S. House,15,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,State Senate,41,JOE PITTMAN,REP,631,108,1,740
Armstrong,Kiski Twp-Spring Church,State Senate,41,Write-ins,,11,2,0,13
Armstrong,Kiski Twp-Spring Church,State Senate,41,Unresolved Write-In,,0,0,0,0
Armstrong,Kiski Twp-Spring Church,State House,60,ABBY MAJOR,REP,646,112,1,759
Armstrong,Kiski Twp-Spring Church,State House,60,Write-ins,,11,2,0,13
Armstrong,Kiski Twp-Spring Church,State House,60,Unresolved Write-In,,0,0,0,0
Armstrong,Kittanning Boro-1st Wd,Registered Voters,,,,,,,522
Armstrong,Kittanning Boro-1st Wd,Ballots Cast,,,,224,103,1,328
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,DONALD J TRUMP,REP,161,52,0,213
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,KAMALA D HARRIS,DEM,58,47,1,106
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,CHASE OLIVER,LIB,0,3,0,3
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,JILL STEIN,GRN,2,0,0,2
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,Write-ins,,1,1,0,2
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,SHIVA AYYADURAI,,0,0,0,0
Armstrong,Kittanning Boro-1st Wd,PRESIDENT,,Unresolved Write-In,,0,0,0,0
Armstrong,Kittanning Boro-1st Wd,U.S. SENATE,,DAVE MCCORMICK,REP,139,46,0,185
Armstrong,Kittanning Boro-1st Wd,U.S. SENATE,,ROBERT P CASEY JR,DEM,59,51,1,111
Armstrong,Kittanning Boro-1st Wd,U.S. SENATE,,JOHN C THOMAS,LIB,10,4,0,14
Armstrong,Kittanning Boro-1st Wd,U.S. SENATE,,LEILA HAZOU,GRN,3,2,0,5
Armstrong,Kittanning Boro-1st Wd,U.S. SENATE,,MARTY SELKER,CST,4,0,0,4
Armstrong,Kittanning Boro-1st Wd,U.S. SENATE,,Write-ins,,0,0,0,0
