county,precinct,office,district,candidate,party,votes,election_day,absentee,provisional,military,federal
Cumberland,CARLISLE 3-1,Governor,,KEN V KRAWCHUK,LIB,8,8.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-2,Governor,,KEN V KRAWCHUK,LIB,16,16.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-3,Governor,,KEN V KRAWCHUK,LIB,16,15.0,1.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-1,Governor,,KEN V KRAWCHUK,LIB,2,2.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-2,Governor,,KEN V KRAWCHUK,LIB,22,22.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 5,Governor,,KEN V KRAWCHUK,LIB,17,16.0,1.0,0.0,0.0,0.0
Cumberland,COOKE,Governor,,KEN V KRAWCHUK,LIB,2,2.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,Governor,,KEN V KRAWCHUK,LIB,18,18.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON SOUTH,Governor,,KEN V KRAWCHUK,LIB,8,8.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,Governor,,KEN V KRAWCHUK,LIB,15,15.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,Governor,,KEN V KRAWCHUK,LIB,13,12.0,1.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,Governor,,KEN V KRAWCHUK,LIB,9,8.0,1.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,Governor,,KEN V KRAWCHUK,LIB,8,7.0,1.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,Governor,,KEN V KRAWCHUK,LIB,20,20.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 8,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,Governor,,KEN V KRAWCHUK,LIB,23,23.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,Governor,,KEN V KRAWCHUK,LIB,14,14.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,Governor,,KEN V KRAWCHUK,LIB,11,11.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,Governor,,KEN V KRAWCHUK,LIB,21,21.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,Governor,,KEN V KRAWCHUK,LIB,22,22.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,Governor,,KEN V KRAWCHUK,LIB,26,26.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,Governor,,KEN V KRAWCHUK,LIB,20,18.0,2.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,Governor,,KEN V KRAWCHUK,LIB,8,6.0,2.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 9,Governor,,KEN V KRAWCHUK,LIB,10,7.0,3.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,Governor,,KEN V KRAWCHUK,LIB,32,32.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,Governor,,KEN V KRAWCHUK,LIB,38,38.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,Governor,,KEN V KRAWCHUK,LIB,15,15.0,0.0,0.0,0.0,0.0
Cumberland,HOPEWELL,Governor,,KEN V KRAWCHUK,LIB,5,5.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 1,Governor,,KEN V KRAWCHUK,LIB,9,9.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,Governor,,KEN V KRAWCHUK,LIB,5,4.0,1.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,Governor,,KEN V KRAWCHUK,LIB,8,8.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,Governor,,KEN V KRAWCHUK,LIB,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,Governor,,KEN V KRAWCHUK,LIB,35,34.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 3,Governor,,KEN V KRAWCHUK,LIB,17,16.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,Governor,,KEN V KRAWCHUK,LIB,13,12.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,Governor,,KEN V KRAWCHUK,LIB,30,30.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,Governor,,KEN V KRAWCHUK,LIB,16,16.0,0.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,Governor,,KEN V KRAWCHUK,LIB,5,4.0,1.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,Governor,,KEN V KRAWCHUK,LIB,15,14.0,1.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,Governor,,KEN V KRAWCHUK,LIB,14,13.0,1.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,Governor,,KEN V KRAWCHUK,LIB,14,14.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 5,Governor,,KEN V KRAWCHUK,LIB,13,13.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 1,Governor,,KEN V KRAWCHUK,LIB,31,30.0,1.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 2,Governor,,KEN V KRAWCHUK,LIB,9,9.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 1,Governor,,KEN V KRAWCHUK,LIB,14,13.0,0.0,1.0,0.0,0.0
Cumberland,MONROE 2,Governor,,KEN V KRAWCHUK,LIB,27,27.0,0.0,0.0,0.0,0.0
Cumberland,MT HOLLY SPRINGS,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,Governor,,KEN V KRAWCHUK,LIB,23,23.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-1,Governor,,KEN V KRAWCHUK,LIB,11,10.0,1.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,Governor,,KEN V KRAWCHUK,LIB,5,5.0,0.0,0.0,0.0,0.0
Cumberland,NEWBURG,Governor,,KEN V KRAWCHUK,LIB,3,3.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,Governor,,KEN V KRAWCHUK,LIB,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,Governor,,KEN V KRAWCHUK,LIB,23,21.0,2.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,Governor,,KEN V KRAWCHUK,LIB,20,20.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,Governor,,KEN V KRAWCHUK,LIB,26,24.0,2.0,0.0,0.0,0.0
Cumberland,NORTH NEWTON,Governor,,KEN V KRAWCHUK,LIB,7,5.0,2.0,0.0,0.0,0.0
Cumberland,PENN,Governor,,KEN V KRAWCHUK,LIB,13,13.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,Governor,,KEN V KRAWCHUK,LIB,9,9.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,Governor,,KEN V KRAWCHUK,LIB,20,18.0,2.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,Governor,,KEN V KRAWCHUK,LIB,9,9.0,0.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,Governor,,KEN V KRAWCHUK,LIB,13,13.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,Governor,,KEN V KRAWCHUK,LIB,9,9.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,Governor,,KEN V KRAWCHUK,LIB,6,5.0,1.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 5,Governor,,KEN V KRAWCHUK,LIB,10,9.0,1.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 6,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,Governor,,KEN V KRAWCHUK,LIB,16,16.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 8,Governor,,KEN V KRAWCHUK,LIB,4,4.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 9,Governor,,KEN V KRAWCHUK,LIB,7,7.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 1,Governor,,KEN V KRAWCHUK,LIB,12,11.0,1.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 2,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 4,Governor,,KEN V KRAWCHUK,LIB,8,8.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 5,Governor,,KEN V KRAWCHUK,LIB,3,3.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 6,Governor,,KEN V KRAWCHUK,LIB,17,17.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 7,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 8,Governor,,KEN V KRAWCHUK,LIB,11,11.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 9,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,Governor,,KEN V KRAWCHUK,LIB,6,6.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,Governor,,KEN V KRAWCHUK,LIB,3,2.0,1.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,Governor,,KEN V KRAWCHUK,LIB,4,3.0,1.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,Governor,,KEN V KRAWCHUK,LIB,18,18.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,Governor,,KEN V KRAWCHUK,LIB,10,8.0,1.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 2,Governor,,KEN V KRAWCHUK,LIB,17,17.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,Governor,,KEN V KRAWCHUK,LIB,23,19.0,4.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 5,Governor,,KEN V KRAWCHUK,LIB,13,12.0,1.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 6,Governor,,KEN V KRAWCHUK,LIB,11,10.0,1.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,Governor,,KEN V KRAWCHUK,LIB,6,5.0,1.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,Governor,,KEN V KRAWCHUK,LIB,13,13.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 9,Governor,,KEN V KRAWCHUK,LIB,16,15.0,1.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,Governor,,KEN V KRAWCHUK,LIB,10,10.0,0.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,Governor,,KEN V KRAWCHUK,LIB,22,19.0,3.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,Governor,,KEN V KRAWCHUK,LIB,1,1.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,Governor,,KEN V KRAWCHUK,LIB,12,12.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO UPPER,Governor,,KEN V KRAWCHUK,LIB,26,26.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,Governor,,KEN V KRAWCHUK,LIB,10,9.0,1.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,Governor,,KEN V KRAWCHUK,LIB,8,7.0,1.0,0.0,0.0,0.0
Cumberland,Total,Governor,,KEN V KRAWCHUK,LIB,1504,1452.0,50.0,1.0,1.0,0.0
Cumberland,CAMP HILL 1,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 3,Governor,,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 4,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 1-1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 1-2,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 3-3,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 4-2,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CARLISLE 5,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,COOKE,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,DICKINSON NORTH,Governor,,WRITE-INS,,3,2.0,1.0,0.0,0.0,0.0
Cumberland,DICKINSON SOUTH,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,Governor,,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,Governor,,WRITE-INS,,5,5.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 8,Governor,,WRITE-INS,,5,4.0,1.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,Governor,,WRITE-INS,,2,1.0,1.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,Governor,,WRITE-INS,,6,6.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,Governor,,WRITE-INS,,4,3.0,1.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,Governor,,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 9,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,Governor,,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,Governor,,WRITE-INS,,5,5.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,HOPEWELL,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,Governor,,WRITE-INS,,9,9.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 3,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,Governor,,WRITE-INS,,10,9.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,Governor,,WRITE-INS,,2,1.0,1.0,0.0,0.0,0.0
Cumberland,LOWER FRANKFORD,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,LOWER MIFFLIN,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 5,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 1,Governor,,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,MIDDLESEX 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 1,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 2,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MT HOLLY SPRINGS,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,Governor,,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-1,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEWBURG,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE NORTH,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWVILLE SOUTH,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 2,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NORTH MIDDLETON 3,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NORTH NEWTON,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,PENN,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,Governor,,WRITE-INS,,1,0.0,1.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,Governor,,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,Governor,,WRITE-INS,,3,2.0,1.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 5,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 6,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 8,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 9,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 1,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 4,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 5,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 6,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 7,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 8,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 9,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTH NEWTON,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,Governor,,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 2,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,Governor,,WRITE-INS,,4,1.0,3.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 5,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 6,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,Governor,,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 9,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,Governor,,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,UPPER FRANKFORD,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER MIFFLIN,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO LOWER,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WEST PENNSBORO UPPER,Governor,,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,Governor,,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,Governor,,WRITE-INS,,2,1.0,1.0,0.0,0.0,0.0
Cumberland,Total,Governor,,WRITE-INS,,159,147.0,12.0,0.0,0.0,0.0
Cumberland,CAMP HILL 1,U.S. House,10.0,GEORGE SCOTT,DEM,430,412.0,17.0,0.0,1.0,0.0
Cumberland,CAMP HILL 2,U.S. House,10.0,GEORGE SCOTT,DEM,541,505.0,31.0,0.0,1.0,4.0
Cumberland,CAMP HILL 3,U.S. House,10.0,GEORGE SCOTT,DEM,676,637.0,38.0,0.0,0.0,1.0
Cumberland,CAMP HILL 4,U.S. House,10.0,GEORGE SCOTT,DEM,287,284.0,3.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,U.S. House,10.0,GEORGE SCOTT,DEM,401,386.0,14.0,0.0,1.0,0.0
Cumberland,CARLISLE 1-1,U.S. House,10.0,GEORGE SCOTT,DEM,182,175.0,6.0,0.0,0.0,1.0
Cumberland,CARLISLE 1-2,U.S. House,10.0,GEORGE SCOTT,DEM,213,208.0,5.0,0.0,0.0,0.0
Cumberland,CARLISLE 2,U.S. House,10.0,GEORGE SCOTT,DEM,393,374.0,18.0,1.0,0.0,0.0
Cumberland,CARLISLE 3-1,U.S. House,10.0,GEORGE SCOTT,DEM,436,406.0,26.0,0.0,1.0,3.0
Cumberland,CARLISLE 3-2,U.S. House,10.0,GEORGE SCOTT,DEM,599,561.0,38.0,0.0,0.0,0.0
