county,precinct,office,district,party,candidate,votes,mail
Northumberland,Sunbury City 2,President,,LIB,Jo Jorgensen,13,4
Northumberland,Sunbury City 2,President,,,Write-ins,3,3
Northumberland,Sunbury City 2,Attorney General,,DEM,JOSH SHAPIRO,241,107
Northumberland,Sunbury City 2,Attorney General,,REP,HEATHER HEIDELBAUGH,350,51
Northumberland,Sunbury City 2,Attorney General,,LIB,DANIEL WASSMER,16,3
Northumberland,Sunbury City 2,Attorney General,,GRN,RICHARD L WEISS,11,3
Northumberland,Sunbury City 2,Attorney General,,,Write-ins,0,0
Northumberland,Sunbury City 2,Auditor General,,DEM,NINA AHMAD,197,95
Northumberland,Sunbury City 2,Auditor General,,REP,TIMOTHY DEFOOR,373,58
Northumberland,Sunbury City 2,Auditor General,,LIB,JENNIFER MOORE,28,5
Northumberland,Sunbury City 2,Auditor General,,GRN,OLIVIA FAISON,20,8
Northumberland,Sunbury City 2,Auditor General,,,Write-ins,0,0
Northumberland,Sunbury City 2,State Treasurer,,DEM,JOE TORSELLA,218,101
Northumberland,Sunbury City 2,State Treasurer,,REP,STACY L GARRITY,365,55
Northumberland,Sunbury City 2,State Treasurer,,LIB,JOE SOLOSKI,23,5
Northumberland,Sunbury City 2,State Treasurer,,GRN,TIMOTHY RUNKLE,12,5
Northumberland,Sunbury City 2,State Treasurer,,,Write-ins,1,0
Northumberland,Sunbury City 2,U.S. House,12,DEM,LEE GRIFFIN,208,98
Northumberland,Sunbury City 2,U.S. House,12,REP,FRED KELLER,418,68
Northumberland,Sunbury City 2,U.S. House,12,,Write-ins,1,0
Northumberland,Sunbury City 2,State Senate,27,DEM,MICHELLE SIEGEL,220,101
Northumberland,Sunbury City 2,State Senate,27,REP,JOHN R GORDNER,395,63
Northumberland,Sunbury City 2,State Senate,27,,Write-ins,0,0
Northumberland,Sunbury City 2,State House,108,REP,LYNDA J SCHLEGEL CULVER,545,125
Northumberland,Sunbury City 2,State House,108,,Write-ins,17,11
Northumberland,Sunbury City 5,Registered Voters,,,,729,
Northumberland,Sunbury City 5,Ballots Cast,,,,487,115
Northumberland,Sunbury City 5,Ballots Cast - Blank,,,,0,0
Northumberland,Sunbury City 5,President,,DEM,Joseph R. Biden,201,78
Northumberland,Sunbury City 5,President,,REP,Donald J. Trump,274,37
Northumberland,Sunbury City 5,President,,LIB,Jo Jorgensen,4,0
Northumberland,Sunbury City 5,President,,,Write-ins,2,0
Northumberland,Sunbury City 5,Attorney General,,DEM,JOSH SHAPIRO,203,74
Northumberland,Sunbury City 5,Attorney General,,REP,HEATHER HEIDELBAUGH,260,37
Northumberland,Sunbury City 5,Attorney General,,LIB,DANIEL WASSMER,9,1
Northumberland,Sunbury City 5,Attorney General,,GRN,RICHARD L WEISS,3,1
Northumberland,Sunbury City 5,Attorney General,,,Write-ins,0,0
Northumberland,Sunbury City 5,Auditor General,,DEM,NINA AHMAD,178,68
Northumberland,Sunbury City 5,Auditor General,,REP,TIMOTHY DEFOOR,267,38
Northumberland,Sunbury City 5,Auditor General,,LIB,JENNIFER MOORE,22,6
Northumberland,Sunbury City 5,Auditor General,,GRN,OLIVIA FAISON,4,1
Northumberland,Sunbury City 5,Auditor General,,,Write-ins,0,0
Northumberland,Sunbury City 5,State Treasurer,,DEM,JOE TORSELLA,185,70
Northumberland,Sunbury City 5,State Treasurer,,REP,STACY L GARRITY,276,42
Northumberland,Sunbury City 5,State Treasurer,,LIB,JOE SOLOSKI,11,1
Northumberland,Sunbury City 5,State Treasurer,,GRN,TIMOTHY RUNKLE,4,1
Northumberland,Sunbury City 5,State Treasurer,,,Write-ins,0,0
Northumberland,Sunbury City 5,U.S. House,12,DEM,LEE GRIFFIN,177,70
Northumberland,Sunbury City 5,U.S. House,12,REP,FRED KELLER,301,44
Northumberland,Sunbury City 5,U.S. House,12,,Write-ins,1,0
Northumberland,Sunbury City 5,State Senate,27,DEM,MICHELLE SIEGEL,196,73
Northumberland,Sunbury City 5,State Senate,27,REP,JOHN R GORDNER,279,41
Northumberland,Sunbury City 5,State Senate,27,,Write-ins,1,0
Northumberland,Sunbury City 5,State House,108,REP,LYNDA J SCHLEGEL CULVER,436,93
Northumberland,Sunbury City 5,State House,108,,Write-ins,12,10
Northumberland,Sunbury City 6,Registered Voters,,,,624,
Northumberland,Sunbury City 6,Ballots Cast,,,,381,89
Northumberland,Sunbury City 6,Ballots Cast - Blank,,,,0,0
Northumberland,Sunbury City 6,President,,DEM,Joseph R. Biden,154,63
Northumberland,Sunbury City 6,President,,REP,Donald J. Trump,209,25
Northumberland,Sunbury City 6,President,,LIB,Jo Jorgensen,14,1
Northumberland,Sunbury City 6,President,,,Write-ins,2,0
Northumberland,Sunbury City 6,Attorney General,,DEM,JOSH SHAPIRO,164,63
Northumberland,Sunbury City 6,Attorney General,,REP,HEATHER HEIDELBAUGH,191,22
Northumberland,Sunbury City 6,Attorney General,,LIB,DANIEL WASSMER,10,2
Northumberland,Sunbury City 6,Attorney General,,GRN,RICHARD L WEISS,8,0
Northumberland,Sunbury City 6,Attorney General,,,Write-ins,1,0
Northumberland,Sunbury City 6,Auditor General,,DEM,NINA AHMAD,139,54
Northumberland,Sunbury City 6,Auditor General,,REP,TIMOTHY DEFOOR,198,25
Northumberland,Sunbury City 6,Auditor General,,LIB,JENNIFER MOORE,22,5
Northumberland,Sunbury City 6,Auditor General,,GRN,OLIVIA FAISON,11,3
Northumberland,Sunbury City 6,Auditor General,,,Write-ins,1,0
Northumberland,Sunbury City 6,State Treasurer,,DEM,JOE TORSELLA,142,55
Northumberland,Sunbury City 6,State Treasurer,,REP,STACY L GARRITY,210,30
Northumberland,Sunbury City 6,State Treasurer,,LIB,JOE SOLOSKI,16,2
Northumberland,Sunbury City 6,State Treasurer,,GRN,TIMOTHY RUNKLE,3,0
Northumberland,Sunbury City 6,State Treasurer,,,Write-ins,1,0
Northumberland,Sunbury City 6,U.S. House,12,DEM,LEE GRIFFIN,139,57
Northumberland,Sunbury City 6,U.S. House,12,REP,FRED KELLER,230,28
Northumberland,Sunbury City 6,U.S. House,12,,Write-ins,4,1
Northumberland,Sunbury City 6,State Senate,27,DEM,MICHELLE SIEGEL,151,57
Northumberland,Sunbury City 6,State Senate,27,REP,JOHN R GORDNER,223,29
Northumberland,Sunbury City 6,State Senate,27,,Write-ins,0,0
Northumberland,Sunbury City 6,State House,108,REP,LYNDA J SCHLEGEL CULVER,335,74
Northumberland,Sunbury City 6,State House,108,,Write-ins,6,1
Northumberland,Sunbury City 4,Registered Voters,,,,785,
Northumberland,Sunbury City 4,Ballots Cast,,,,582,146
Northumberland,Sunbury City 4,Ballots Cast - Blank,,,,1,0
Northumberland,Sunbury City 4,President,,DEM,Joseph R. Biden,225,99
Northumberland,Sunbury City 4,President,,REP,Donald J. Trump,339,44
Northumberland,Sunbury City 4,President,,LIB,Jo Jorgensen,9,2
Northumberland,Sunbury City 4,President,,,Write-ins,3,1
Northumberland,Sunbury City 4,Attorney General,,DEM,JOSH SHAPIRO,241,99
Northumberland,Sunbury City 4,Attorney General,,REP,HEATHER HEIDELBAUGH,313,40
Northumberland,Sunbury City 4,Attorney General,,LIB,DANIEL WASSMER,7,1
Northumberland,Sunbury City 4,Attorney General,,GRN,RICHARD L WEISS,12,4
Northumberland,Sunbury City 4,Attorney General,,,Write-ins,0,0
Northumberland,Sunbury City 4,Auditor General,,DEM,NINA AHMAD,202,89
Northumberland,Sunbury City 4,Auditor General,,REP,TIMOTHY DEFOOR,342,50
Northumberland,Sunbury City 4,Auditor General,,LIB,JENNIFER MOORE,16,1
Northumberland,Sunbury City 4,Auditor General,,GRN,OLIVIA FAISON,12,3
Northumberland,Sunbury City 4,Auditor General,,,Write-ins,0,0
Northumberland,Sunbury City 4,State Treasurer,,DEM,JOE TORSELLA,202,89
Northumberland,Sunbury City 4,State Treasurer,,REP,STACY L GARRITY,344,47
Northumberland,Sunbury City 4,State Treasurer,,LIB,JOE SOLOSKI,13,3
Northumberland,Sunbury City 4,State Treasurer,,GRN,TIMOTHY RUNKLE,12,6
Northumberland,Sunbury City 4,State Treasurer,,,Write-ins,0,0
Northumberland,Sunbury City 4,U.S. House,12,DEM,LEE GRIFFIN,200,89
Northumberland,Sunbury City 4,U.S. House,12,REP,FRED KELLER,372,56
Northumberland,Sunbury City 4,U.S. House,12,,Write-ins,0,0
Northumberland,Sunbury City 4,State Senate,27,DEM,MICHELLE SIEGEL,205,92
Northumberland,Sunbury City 4,State Senate,27,REP,JOHN R GORDNER,363,52
Northumberland,Sunbury City 4,State Senate,27,,Write-ins,0,0
Northumberland,Sunbury City 4,State House,108,REP,LYNDA J SCHLEGEL CULVER,516,118
Northumberland,Sunbury City 4,State House,108,,Write-ins,17,6
Northumberland,Sunbury City 3,Registered Voters,,,,1186,
Northumberland,Sunbury City 3,Ballots Cast,,,,757,205
Northumberland,Sunbury City 3,Ballots Cast - Blank,,,,0,0
Northumberland,Sunbury City 3,President,,DEM,Joseph R. Biden,264,123
Northumberland,Sunbury City 3,President,,REP,Donald J. Trump,459,74
Northumberland,Sunbury City 3,President,,LIB,Jo Jorgensen,25,4
Northumberland,Sunbury City 3,President,,,Write-ins,2,0
Northumberland,Sunbury City 3,Attorney General,,DEM,JOSH SHAPIRO,296,128
Northumberland,Sunbury City 3,Attorney General,,REP,HEATHER HEIDELBAUGH,411,64
Northumberland,Sunbury City 3,Attorney General,,LIB,DANIEL WASSMER,20,8
Northumberland,Sunbury City 3,Attorney General,,GRN,RICHARD L WEISS,15,3
Northumberland,Sunbury City 3,Attorney General,,,Write-ins,0,0
Northumberland,Sunbury City 3,Auditor General,,DEM,NINA AHMAD,240,113
Northumberland,Sunbury City 3,Auditor General,,REP,TIMOTHY DEFOOR,450,75
Northumberland,Sunbury City 3,Auditor General,,LIB,JENNIFER MOORE,26,6
Northumberland,Sunbury City 3,Auditor General,,GRN,OLIVIA FAISON,23,10
Northumberland,Sunbury City 3,Auditor General,,,Write-ins,0,0
Northumberland,Sunbury City 3,State Treasurer,,DEM,JOE TORSELLA,240,109
Northumberland,Sunbury City 3,State Treasurer,,REP,STACY L GARRITY,458,82
Northumberland,Sunbury City 3,State Treasurer,,LIB,JOE SOLOSKI,26,8
Northumberland,Sunbury City 3,State Treasurer,,GRN,TIMOTHY RUNKLE,15,5
Northumberland,Sunbury City 3,State Treasurer,,,Write-ins,1,1
Northumberland,Sunbury City 3,U.S. House,12,DEM,LEE GRIFFIN,236,109
Northumberland,Sunbury City 3,U.S. House,12,REP,FRED KELLER,509,96
Northumberland,Sunbury City 3,U.S. House,12,,Write-ins,1,0
Northumberland,Sunbury City 3,State Senate,27,DEM,MICHELLE SIEGEL,268,121
Northumberland,Sunbury City 3,State Senate,27,REP,JOHN R GORDNER,475,83
Northumberland,Sunbury City 3,State Senate,27,,Write-ins,1,0
Northumberland,Sunbury City 3,State House,108,REP,LYNDA J SCHLEGEL CULVER,666,158
Northumberland,Sunbury City 3,State House,108,,Write-ins,27,13
Northumberland,Turbot Township,Registered Voters,,,,1284,
Northumberland,Turbot Township,Ballots Cast,,,,994,199
Northumberland,Turbot Township,Ballots Cast - Blank,,,,2,0
Northumberland,Turbot Township,President,,DEM,Joseph R. Biden,278,126
Northumberland,Turbot Township,President,,REP,Donald J. Trump,692,70
Northumberland,Turbot Township,President,,LIB,Jo Jorgensen,14,1
Northumberland,Turbot Township,President,,,Write-ins,0,0
Northumberland,Turbot Township,Attorney General,,DEM,JOSH SHAPIRO,307,130
Northumberland,Turbot Township,Attorney General,,REP,HEATHER HEIDELBAUGH,650,63
Northumberland,Turbot Township,Attorney General,,LIB,DANIEL WASSMER,11,3
Northumberland,Turbot Township,Attorney General,,GRN,RICHARD L WEISS,12,2
Northumberland,Turbot Township,Attorney General,,,Write-ins,0,0
Northumberland,Turbot Township,Auditor General,,DEM,NINA AHMAD,261,121
Northumberland,Turbot Township,Auditor General,,REP,TIMOTHY DEFOOR,677,67
Northumberland,Turbot Township,Auditor General,,LIB,JENNIFER MOORE,22,3
Northumberland,Turbot Township,Auditor General,,GRN,OLIVIA FAISON,8,2
Northumberland,Turbot Township,Auditor General,,,Write-ins,0,0
Northumberland,Turbot Township,State Treasurer,,DEM,JOE TORSELLA,262,117
Northumberland,Turbot Township,State Treasurer,,REP,STACY L GARRITY,681,72
Northumberland,Turbot Township,State Treasurer,,LIB,JOE SOLOSKI,17,2
Northumberland,Turbot Township,State Treasurer,,GRN,TIMOTHY RUNKLE,12,5
Northumberland,Turbot Township,State Treasurer,,,Write-ins,0,0
Northumberland,Turbot Township,U.S. House,12,DEM,LEE GRIFFIN,254,114
Northumberland,Turbot Township,U.S. House,12,REP,FRED KELLER,721,83
Northumberland,Turbot Township,U.S. House,12,,Write-ins,2,0
Northumberland,Turbot Township,State Senate,27,DEM,MICHELLE SIEGEL,256,116
Northumberland,Turbot Township,State Senate,27,REP,JOHN R GORDNER,718,81
Northumberland,Turbot Township,State Senate,27,,Write-ins,0,0
Northumberland,Turbot Township,State House,108,REP,LYNDA J SCHLEGEL CULVER,888,152
Northumberland,Turbot Township,State House,108,,Write-ins,12,8
Northumberland,Turbotville Borough,Registered Voters,,,,475,
Northumberland,Turbotville Borough,Ballots Cast,,,,388,51
Northumberland,Turbotville Borough,Ballots Cast - Blank,,,,0,0
Northumberland,Turbotville Borough,President,,DEM,Joseph R. Biden,126,38
Northumberland,Turbotville Borough,President,,REP,Donald J. Trump,248,11
Northumberland,Turbotville Borough,President,,LIB,Jo Jorgensen,10,2
Northumberland,Turbotville Borough,President,,,Write-ins,1,0
Northumberland,Turbotville Borough,Attorney General,,DEM,JOSH SHAPIRO,132,40
Northumberland,Turbotville Borough,Attorney General,,REP,HEATHER HEIDELBAUGH,238,10
Northumberland,Turbotville Borough,Attorney General,,LIB,DANIEL WASSMER,6,0
Northumberland,Turbotville Borough,Attorney General,,GRN,RICHARD L WEISS,7,0
Northumberland,Turbotville Borough,Attorney General,,,Write-ins,0,0
Northumberland,Turbotville Borough,Auditor General,,DEM,NINA AHMAD,109,36
Northumberland,Turbotville Borough,Auditor General,,REP,TIMOTHY DEFOOR,245,14
Northumberland,Turbotville Borough,Auditor General,,LIB,JENNIFER MOORE,19,0
Northumberland,Turbotville Borough,Auditor General,,GRN,OLIVIA FAISON,8,0
Northumberland,Turbotville Borough,Auditor General,,,Write-ins,0,0
Northumberland,Turbotville Borough,State Treasurer,,DEM,JOE TORSELLA,114,36
Northumberland,Turbotville Borough,State Treasurer,,REP,STACY L GARRITY,249,10
Northumberland,Turbotville Borough,State Treasurer,,LIB,JOE SOLOSKI,9,2
Northumberland,Turbotville Borough,State Treasurer,,GRN,TIMOTHY RUNKLE,9,2
Northumberland,Turbotville Borough,State Treasurer,,,Write-ins,0,0
Northumberland,Turbotville Borough,U.S. House,12,DEM,LEE GRIFFIN,112,38
Northumberland,Turbotville Borough,U.S. House,12,REP,FRED KELLER,271,13
Northumberland,Turbotville Borough,U.S. House,12,,Write-ins,0,0
Northumberland,Turbotville Borough,State Senate,27,DEM,MICHELLE SIEGEL,119,36
Northumberland,Turbotville Borough,State Senate,27,REP,JOHN R GORDNER,263,14
Northumberland,Turbotville Borough,State Senate,27,,Write-ins,0,0
Northumberland,Turbotville Borough,State House,108,REP,LYNDA J SCHLEGEL CULVER,355,39
Northumberland,Turbotville Borough,State House,108,,Write-ins,5,1
Northumberland,Upper Augusta Township Northeast,Registered Voters,,,,1110,
Northumberland,Upper Augusta Township Northeast,Ballots Cast,,,,870,179
Northumberland,Upper Augusta Township Northeast,Ballots Cast - Blank,,,,0,0
Northumberland,Upper Augusta Township Northeast,President,,DEM,Joseph R. Biden,257,116
Northumberland,Upper Augusta Township Northeast,President,,REP,Donald J. Trump,597,61
Northumberland,Upper Augusta Township Northeast,President,,LIB,Jo Jorgensen,12,1
Northumberland,Upper Augusta Township Northeast,President,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northeast,Attorney General,,DEM,JOSH SHAPIRO,273,117
Northumberland,Upper Augusta Township Northeast,Attorney General,,REP,HEATHER HEIDELBAUGH,556,57
Northumberland,Upper Augusta Township Northeast,Attorney General,,LIB,DANIEL WASSMER,17,2
Northumberland,Upper Augusta Township Northeast,Attorney General,,GRN,RICHARD L WEISS,12,2
Northumberland,Upper Augusta Township Northeast,Attorney General,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northeast,Auditor General,,DEM,NINA AHMAD,227,104
Northumberland,Upper Augusta Township Northeast,Auditor General,,REP,TIMOTHY DEFOOR,574,61
Northumberland,Upper Augusta Township Northeast,Auditor General,,LIB,JENNIFER MOORE,37,8
Northumberland,Upper Augusta Township Northeast,Auditor General,,GRN,OLIVIA FAISON,9,1
Northumberland,Upper Augusta Township Northeast,Auditor General,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northeast,State Treasurer,,DEM,JOE TORSELLA,229,101
Northumberland,Upper Augusta Township Northeast,State Treasurer,,REP,STACY L GARRITY,589,71
Northumberland,Upper Augusta Township Northeast,State Treasurer,,LIB,JOE SOLOSKI,23,2
Northumberland,Upper Augusta Township Northeast,State Treasurer,,GRN,TIMOTHY RUNKLE,11,1
Northumberland,Upper Augusta Township Northeast,State Treasurer,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northeast,U.S. House,12,DEM,LEE GRIFFIN,243,109
Northumberland,Upper Augusta Township Northeast,U.S. House,12,REP,FRED KELLER,616,69
Northumberland,Upper Augusta Township Northeast,U.S. House,12,,Write-ins,1,0
Northumberland,Upper Augusta Township Northeast,State Senate,27,DEM,MICHELLE SIEGEL,237,102
Northumberland,Upper Augusta Township Northeast,State Senate,27,REP,JOHN R GORDNER,610,73
Northumberland,Upper Augusta Township Northeast,State Senate,27,,Write-ins,1,1
Northumberland,Upper Augusta Township Northeast,State House,108,REP,LYNDA J SCHLEGEL CULVER,796,147
Northumberland,Upper Augusta Township Northeast,State House,108,,Write-ins,16,4
Northumberland,Upper Augusta Township Northwest,Registered Voters,,,,749,
Northumberland,Upper Augusta Township Northwest,Ballots Cast,,,,653,145
Northumberland,Upper Augusta Township Northwest,Ballots Cast - Blank,,,,0,0
Northumberland,Upper Augusta Township Northwest,President,,DEM,Joseph R. Biden,177,75
Northumberland,Upper Augusta Township Northwest,President,,REP,Donald J. Trump,460,67
Northumberland,Upper Augusta Township Northwest,President,,LIB,Jo Jorgensen,11,2
Northumberland,Upper Augusta Township Northwest,President,,,Write-ins,2,1
Northumberland,Upper Augusta Township Northwest,Attorney General,,DEM,JOSH SHAPIRO,201,78
Northumberland,Upper Augusta Township Northwest,Attorney General,,REP,HEATHER HEIDELBAUGH,430,63
Northumberland,Upper Augusta Township Northwest,Attorney General,,LIB,DANIEL WASSMER,7,0
Northumberland,Upper Augusta Township Northwest,Attorney General,,GRN,RICHARD L WEISS,6,1
Northumberland,Upper Augusta Township Northwest,Attorney General,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northwest,Auditor General,,DEM,NINA AHMAD,159,64
Northumberland,Upper Augusta Township Northwest,Auditor General,,REP,TIMOTHY DEFOOR,455,73
Northumberland,Upper Augusta Township Northwest,Auditor General,,LIB,JENNIFER MOORE,14,0
Northumberland,Upper Augusta Township Northwest,Auditor General,,GRN,OLIVIA FAISON,6,3
Northumberland,Upper Augusta Township Northwest,Auditor General,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northwest,State Treasurer,,DEM,JOE TORSELLA,167,70
Northumberland,Upper Augusta Township Northwest,State Treasurer,,REP,STACY L GARRITY,453,68
Northumberland,Upper Augusta Township Northwest,State Treasurer,,LIB,JOE SOLOSKI,9,0
Northumberland,Upper Augusta Township Northwest,State Treasurer,,GRN,TIMOTHY RUNKLE,7,2
Northumberland,Upper Augusta Township Northwest,State Treasurer,,,Write-ins,0,0
Northumberland,Upper Augusta Township Northwest,U.S. House,12,DEM,LEE GRIFFIN,157,66
Northumberland,Upper Augusta Township Northwest,U.S. House,12,REP,FRED KELLER,489,77
Northumberland,Upper Augusta Township Northwest,U.S. House,12,,Write-ins,2,1
Northumberland,Upper Augusta Township Northwest,State Senate,27,DEM,MICHELLE SIEGEL,153,61
Northumberland,Upper Augusta Township Northwest,State Senate,27,REP,JOHN R GORDNER,488,78
Northumberland,Upper Augusta Township Northwest,State Senate,27,,Write-ins,0,0
Northumberland,Upper Augusta Township Northwest,State House,108,REP,LYNDA J SCHLEGEL CULVER,597,123
Northumberland,Upper Augusta Township Northwest,State House,108,,Write-ins,13,4
Northumberland,Upper Mahanoy Township,Registered Voters,,,,427,
Northumberland,Upper Mahanoy Township,Ballots Cast,,,,343,42
Northumberland,Upper Mahanoy Township,Ballots Cast - Blank,,,,0,0
Northumberland,Upper Mahanoy Township,President,,DEM,Joseph R. Biden,49,18
Northumberland,Upper Mahanoy Township,President,,REP,Donald J. Trump,291,24
Northumberland,Upper Mahanoy Township,President,,LIB,Jo Jorgensen,0,0
Northumberland,Upper Mahanoy Township,President,,,Write-ins,2,0
Northumberland,Upper Mahanoy Township,Attorney General,,DEM,JOSH SHAPIRO,66,20
Northumberland,Upper Mahanoy Township,Attorney General,,REP,HEATHER HEIDELBAUGH,265,20
Northumberland,Upper Mahanoy Township,Attorney General,,LIB,DANIEL WASSMER,2,0
Northumberland,Upper Mahanoy Township,Attorney General,,GRN,RICHARD L WEISS,3,2
Northumberland,Upper Mahanoy Township,Attorney General,,,Write-ins,1,0
Northumberland,Upper Mahanoy Township,Auditor General,,DEM,NINA AHMAD,46,14
Northumberland,Upper Mahanoy Township,Auditor General,,REP,TIMOTHY DEFOOR,279,22
Northumberland,Upper Mahanoy Township,Auditor General,,LIB,JENNIFER MOORE,7,3
Northumberland,Upper Mahanoy Township,Auditor General,,GRN,OLIVIA FAISON,4,2
Northumberland,Upper Mahanoy Township,Auditor General,,,Write-ins,0,0
Northumberland,Upper Mahanoy Township,State Treasurer,,DEM,JOE TORSELLA,58,18
Northumberland,Upper Mahanoy Township,State Treasurer,,REP,STACY L GARRITY,273,22
Northumberland,Upper Mahanoy Township,State Treasurer,,LIB,JOE SOLOSKI,5,2
Northumberland,Upper Mahanoy Township,State Treasurer,,GRN,TIMOTHY RUNKLE,4,0
Northumberland,Upper Mahanoy Township,State Treasurer,,,Write-ins,0,0
Northumberland,Upper Mahanoy Township,U.S. House,9,DEM,GARY WEGMAN,7,0
Northumberland,Upper Mahanoy Township,U.S. House,9,REP,DAN MEUSER,26,7
Northumberland,Upper Mahanoy Township,U.S. House,9,,Write-ins,0,0
Northumberland,Upper Mahanoy Township,U.S. House,12,DEM,LEE GRIFFIN,32,11
Northumberland,Upper Mahanoy Township,U.S. House,12,REP,FRED KELLER,271,23
Northumberland,Upper Mahanoy Township,U.S. House,12,,Write-ins,0,0
Northumberland,Upper Mahanoy Township,State Senate,27,DEM,MICHELLE SIEGEL,44,15
Northumberland,Upper Mahanoy Township,State Senate,27,REP,JOHN R GORDNER,294,26
Northumberland,Upper Mahanoy Township,State Senate,27,,Write-ins,0,0
Northumberland,Upper Mahanoy Township,State House,107,REP,KURT A MASSER,317,37
Northumberland,Upper Mahanoy Township,State House,107,LIB,RYAN BOURINSKI,20,5
Northumberland,Upper Mahanoy Township,State House,107,,Write-ins,1,0
Northumberland,Washington Township,Registered Voters,,,,427,
Northumberland,Washington Township,Ballots Cast,,,,350,57
Northumberland,Washington Township,Ballots Cast - Blank,,,,0,0
Northumberland,Washington Township,President,,DEM,Joseph R. Biden,67,27
Northumberland,Washington Township,President,,REP,Donald J. Trump,274,30
Northumberland,Washington Township,President,,LIB,Jo Jorgensen,4,0
Northumberland,Washington Township,President,,,Write-ins,1,0
Northumberland,Washington Township,Attorney General,,DEM,JOSH SHAPIRO,78,28
Northumberland,Washington Township,Attorney General,,REP,HEATHER HEIDELBAUGH,258,24
Northumberland,Washington Township,Attorney General,,LIB,DANIEL WASSMER,8,3
Northumberland,Washington Township,Attorney General,,GRN,RICHARD L WEISS,1,0
Northumberland,Washington Township,Attorney General,,,Write-ins,0,0
Northumberland,Washington Township,Auditor General,,DEM,NINA AHMAD,62,28
Northumberland,Washington Township,Auditor General,,REP,TIMOTHY DEFOOR,269,24
Northumberland,Washington Township,Auditor General,,LIB,JENNIFER MOORE,11,3
Northumberland,Washington Township,Auditor General,,GRN,OLIVIA FAISON,2,0
Northumberland,Washington Township,Auditor General,,,Write-ins,0,0
Northumberland,Washington Township,State Treasurer,,DEM,JOE TORSELLA,62,24
Northumberland,Washington Township,State Treasurer,,REP,STACY L GARRITY,271,28
Northumberland,Washington Township,State Treasurer,,LIB,JOE SOLOSKI,6,3
Northumberland,Washington Township,State Treasurer,,GRN,TIMOTHY RUNKLE,4,0
Northumberland,Washington Township,State Treasurer,,,Write-ins,0,0
Northumberland,Washington Township,U.S. House,12,DEM,LEE GRIFFIN,53,22
Northumberland,Washington Township,U.S. House,12,REP,FRED KELLER,291,34
Northumberland,Washington Township,U.S. House,12,,Write-ins,0,0
Northumberland,Washington Township,State Senate,27,DEM,MICHELLE SIEGEL,56,24
Northumberland,Washington Township,State Senate,27,REP,JOHN R GORDNER,286,30
Northumberland,Washington Township,State Senate,27,,Write-ins,0,0
Northumberland,Washington Township,State House,107,REP,KURT A MASSER,304,40
Northumberland,Washington Township,State House,107,LIB,RYAN BOURINSKI,41,15
Northumberland,Washington Township,State House,107,,Write-ins,0,0
Northumberland,Watsontown Borough 1,Registered Voters,,,,540,
Northumberland,Watsontown Borough 1,Ballots Cast,,,,390,56
Northumberland,Watsontown Borough 1,Ballots Cast - Blank,,,,0,0
Northumberland,Watsontown Borough 1,President,,DEM,Joseph R. Biden,110,32
Northumberland,Watsontown Borough 1,President,,REP,Donald J. Trump,268,23
Northumberland,Watsontown Borough 1,President,,LIB,Jo Jorgensen,12,1
Northumberland,Watsontown Borough 1,President,,,Write-ins,0,0
Northumberland,Watsontown Borough 1,Attorney General,,DEM,JOSH SHAPIRO,78,30
Northumberland,Watsontown Borough 1,Attorney General,,REP,HEATHER HEIDELBAUGH,249,21
Northumberland,Watsontown Borough 1,Attorney General,,LIB,DANIEL WASSMER,13,0
Northumberland,Watsontown Borough 1,Attorney General,,GRN,RICHARD L WEISS,4,2
Northumberland,Watsontown Borough 1,Attorney General,,,Write-ins,0,0
Northumberland,Watsontown Borough 1,Auditor General,,DEM,NINA AHMAD,98,29
Northumberland,Watsontown Borough 1,Auditor General,,REP,TIMOTHY DEFOOR,261,22
Northumberland,Watsontown Borough 1,Auditor General,,LIB,JENNIFER MOORE,17,1
Northumberland,Watsontown Borough 1,Auditor General,,GRN,OLIVIA FAISON,6,1
Northumberland,Watsontown Borough 1,Auditor General,,,Write-ins,1,0
Northumberland,Watsontown Borough 1,State Treasurer,,DEM,JOE TORSELLA,97,28
Northumberland,Watsontown Borough 1,State Treasurer,,REP,STACY L GARRITY,260,23
Northumberland,Watsontown Borough 1,State Treasurer,,LIB,JOE SOLOSKI,20,0
Northumberland,Watsontown Borough 1,State Treasurer,,GRN,TIMOTHY RUNKLE,8,2
Northumberland,Watsontown Borough 1,State Treasurer,,,Write-ins,0,0
Northumberland,Watsontown Borough 1,U.S. House,12,DEM,LEE GRIFFIN,106,28
Northumberland,Watsontown Borough 1,U.S. House,12,REP,FRED KELLER,278,26
Northumberland,Watsontown Borough 1,U.S. House,12,,Write-ins,1,0
Northumberland,Watsontown Borough 1,State Senate,27,DEM,MICHELLE SIEGEL,104,30
Northumberland,Watsontown Borough 1,State Senate,27,REP,JOHN R GORDNER,280,23
Northumberland,Watsontown Borough 1,State Senate,27,,Write-ins,0,0
Northumberland,Watsontown Borough 1,State House,108,REP,LYNDA J SCHLEGEL CULVER,352,43
Northumberland,Watsontown Borough 1,State House,108,,Write-ins,5,0
Northumberland,Watsontown Borough 2,Registered Voters,,,,850,
